date,danceability,energy,speechiness,acousticness,instrumentalness,loudness,valence,tempo,duration_ms
2018-05-24,0.7053982245980279,0.6536576486441126,0.1096654436159447,0.17624842002769736,0.000286276935777931,-5.4584030008235365,0.46589070432808544,116.88375037788347,213161.97886150875
2018-06-21,0.7246215682703816,0.6195974975777615,0.12357326756908961,0.2549016451982547,0.002025402881616894,-6.188297628961536,0.4523227818826935,114.99639361720706,202303.9159072551
2018-07-19,0.7281358177993994,0.6280625908978386,0.11907327746171414,0.21067035757143357,0.003063176273179905,-6.407208736296949,0.4424644395986999,120.26335262847219,211016.29855083875
2018-08-16,0.7236056947369197,0.6594094242460521,0.13269970994576374,0.24001997949940723,0.001630576418674701,-5.721065613625037,0.4536547749013631,115.40775974283174,215076.56686915754
2018-09-13,0.7335377084469339,0.6704813385256196,0.152746908698259,0.1897176940022514,0.00040180080270363355,-5.683277588919378,0.4390760428064591,116.46926862311508,218518.13288844813
2018-10-11,0.7255466200938611,0.6547056744743087,0.14566679583198333,0.2026236780072184,0.009615341085259957,-5.679820765074202,0.4481704362476186,114.31543898545495,206921.53337798885
2018-11-08,0.7201914475273573,0.6244336352644777,0.12262538569632588,0.23762230129412018,0.011421894061741905,-5.930294479553977,0.42416237811305824,112.43804055144516,209237.43820588704
2018-12-06,0.6778713097501977,0.6032926892747971,0.1091283250639946,0.2745106970373562,0.007229001684348897,-6.573496934090545,0.46086858303787276,120.5356498097529,202336.10558905159
2019-01-03,0.7296207578883741,0.6256221050187725,0.1091472939307211,0.24336055449413874,0.018181334041401515,-5.765045922544655,0.45265388730573575,116.59336817240617,207585.7233669026
2019-01-31,0.7340330462416887,0.6008637964865488,0.1268639018101384,0.2869778622795105,0.004848215853130092,-6.496844916075386,0.4794090617913185,112.76183605492926,202442.30394002225
2019-02-28,0.745219005451077,0.6025009822968862,0.12892163961077385,0.27288443743371155,0.005371031679150516,-6.323731005374332,0.4793531637039018,118.2937079001042,204428.39291849782
2019-03-28,0.7426664505188142,0.6123236970866314,0.12355980105432639,0.28910295696220023,0.007607901899534594,-6.086658928252634,0.5090173004408148,117.26030349850353,199399.94326158985
2019-04-25,0.7420250800880062,0.6055746123639684,0.13100185236726206,0.27724532980646793,0.018122402218408933,-6.475293203810963,0.5127904507025635,120.14050040236211,195670.57217716213
2019-05-23,0.7339633492710026,0.6115726670432791,0.12885868704875417,0.2667425284539294,0.009276564651343414,-6.3142839026504864,0.5675772716019997,121.03779293860812,195884.81248919954
2019-06-20,0.743024056015308,0.631179785574814,0.130955391234695,0.24294617001173943,0.00837514126667997,-5.966167507859545,0.5379895213859003,119.74776709855328,200890.99377273288
2019-07-18,0.7372819940559491,0.6250420554288106,0.12070571336332823,0.21916725279910956,0.012305098475727541,-5.906987451656015,0.5645924265425798,119.26042807381532,194861.14458714763
2019-08-15,0.7134383542402861,0.6341913073295414,0.13495027430513673,0.21351591031113737,0.008964418288271754,-5.53820950742179,0.5383558577369113,124.2341786833206,200812.03061338147
2019-09-12,0.666341971820125,0.6435607532451763,0.11095883334004367,0.2348573117515902,0.0030894943974206085,-5.027861837927806,0.4721516820990545,123.4300176198694,198192.0701193921
2019-10-10,0.6907832631146439,0.6113743043185064,0.11185652784513471,0.22758379273342164,0.0031710137781837924,-5.678163411828794,0.48620445556352915,116.58533504544924,195018.92326030112
2019-11-07,0.6918847730719349,0.6061836684547989,0.11005860888770622,0.25315924286686603,0.0033700375099305828,-6.011308215006827,0.5082960011886556,117.35278915710641,193422.55704341092
2019-12-05,0.6691527988608299,0.5903131057516319,0.09590448758582176,0.2883212957302658,0.024415680332566456,-6.570654215087714,0.5183906552123367,118.9030154831508,199167.4659225984
2020-01-02,0.7120835124327031,0.5952575632043859,0.11971354939431268,0.2521971970183592,0.020800686917013797,-6.142308545013915,0.4923382143964972,118.44945020699832,196374.0115826485
2020-01-30,0.7201713624178164,0.589803203022806,0.12665332176361546,0.27638837074851585,0.02371454371978508,-6.404241478045539,0.5199790978551881,119.79639067021688,201091.96164486566
2020-02-27,0.7164986372173868,0.5966054089139082,0.10057469119486845,0.28075175412495473,0.018559476146457338,-6.242511180640543,0.5231212740608877,119.37730610659283,207425.80341424735
2020-03-26,0.6915567939720131,0.6324556447063584,0.1089161986875577,0.2072134978399985,0.015023914280489738,-6.069876706755604,0.519738711569642,123.42172741580353,208320.15500253838
2020-04-23,0.7333997103416314,0.6267883902091963,0.12428957162875055,0.2297111897562748,0.011525107301894629,-6.318544485434811,0.5799001351865535,123.0571861085075,192791.1974632158
2020-05-21,0.7217946661006709,0.6311458962334573,0.1186364455437943,0.21715627703035872,0.006660707581576053,-6.2121616378708815,0.5432896850710669,124.04877326254191,195236.01283419676
2020-06-18,0.7240935765870848,0.6397766699346024,0.12170256367883199,0.21437696602463405,0.0005093006239371014,-6.13600809481532,0.5471384890678488,121.71561668461929,194528.54113994187
2020-07-16,0.7086215448366573,0.6283528160632996,0.10510151063131852,0.20574497642283715,0.0003825691405985989,-6.2732917075068375,0.5047113871345175,127.4937493830294,191607.5535146202
2020-08-13,0.7084812687437343,0.630428535703957,0.12414195285080368,0.22863976975917458,0.0028754812288134955,-6.322275410876406,0.5121883466880508,126.46196888678232,198592.4954469288
2020-09-10,0.723893183682836,0.653388970678763,0.14115066510143653,0.1919869340931788,0.0002277560945661456,-5.773106802681274,0.5325665147043521,130.37486009116284,195482.61712150293
2020-10-08,0.7030680427924921,0.6422328712598702,0.1418478443495445,0.1925030582740579,0.0021275980098928037,-5.913467710551887,0.5342919571974949,129.3156132570387,194533.89802394135
2020-11-05,0.698758486078376,0.629134406512744,0.11328557923796513,0.2583568491594689,0.00022596870902966777,-6.054090637323792,0.518620612710719,119.86098551504747,189624.4789850089
2020-12-03,0.6824823190227495,0.5994894860202697,0.10256650066328718,0.28220537975636983,0.0035013999204481765,-6.75955936796647,0.5279625651255615,122.4646538353307,184277.37815464192
2020-12-31,0.6798754552728298,0.5915046204201727,0.09886589972883761,0.3234856553999444,0.003189563366196688,-6.870996137242933,0.5776912942627713,123.99837050087709,183979.60706458404
2021-01-28,0.6911073635444287,0.5923796918787484,0.09772761324572359,0.3149119794023451,0.0045422438495155435,-6.5301951115769485,0.48219798265055724,121.88629135240397,193931.30466642958
2021-02-25,0.7205763354830479,0.6229411285523161,0.10060818721077837,0.24971287866314126,0.004815995218661494,-6.365567096422406,0.5154518980623678,122.1458221188411,189035.57748638015
2021-03-25,0.6750584970963799,0.6148563244567051,0.08613595921101716,0.26043534474924335,0.0017190259546350612,-6.681281389928793,0.4869355530210439,117.43444659847871,187349.5113188837
2021-04-22,0.6882115610281542,0.623863797919816,0.09796635636670402,0.26487634424994044,0.0014618077502198642,-6.38105878929281,0.5330310941830335,120.67641576461759,192104.48769952913
2021-05-20,0.6807507138839377,0.6379833260428832,0.13514730619351908,0.263200868175721,0.0006186228563827346,-6.380211190761012,0.5001872969378811,117.71869811887822,194663.19934794563
2021-06-17,0.6686191490501374,0.619481617010047,0.09498100192091109,0.2886497368687967,0.00039323959950566124,-5.893435067446808,0.5494324050292361,126.2769664443447,191848.8340978866
2021-07-15,0.6918708760723646,0.6646311660593713,0.08298812714711278,0.21390933744862942,0.011039849989224653,-5.425510319410832,0.5752358183494549,130.44633904892498,195210.55889371352
2021-08-12,0.6791729059406991,0.663974458951052,0.07999374748055489,0.2271274316902195,0.00020291085212830305,-5.6085278440357795,0.5810985345311346,133.01221567525576,205315.83089271482
2021-09-09,0.6610698894876209,0.6138191804904156,0.1529124125182588,0.21285595734579546,0.0017205284972483922,-6.348699261700908,0.45883349680557295,127.34262367751164,225722.70472317713
2021-10-07,0.709302269406039,0.6683683898997965,0.09490167292932564,0.1878212636500693,0.0024600687078592393,-5.593929281768914,0.5607649453915242,126.20583770661415,199926.89493797513
2021-11-04,0.6819807018026006,0.6739040042302611,0.08168932332123509,0.20850839539769112,0.0026762262933897156,-5.612210593360564,0.5225186575623233,128.45954916953707,200252.04495626333
2021-12-02,0.6525890770218299,0.630270611441498,0.075314533488944,0.267249838312581,0.0028384040644946307,-6.533860485785382,0.5186990881099858,124.0303837742352,208872.48218777217
2021-12-30,0.6151806878033251,0.6072990513891608,0.060671054090644994,0.3324807987670402,0.005836235486937814,-7.6297130715160035,0.6033308253027362,132.14624774995696,198634.7137429892
2022-01-27,0.6825936027819692,0.6559559321955339,0.09720062145186681,0.2294215532301845,0.0018626931085781655,-5.876602518280737,0.5323697636722609,126.21268027018101,196627.3880343167
2022-02-24,0.6815049643227837,0.6719627941717573,0.09448592060727225,0.19717513975165896,0.0015583930314421388,-5.524433206264971,0.5355815655835223,129.38337007524862,200921.49779817188
2022-03-24,0.6896807520947489,0.664340935712184,0.0885741322464683,0.2195164413982058,0.00779025354751763,-5.695500622798629,0.5368820319371386,124.5731708597381,198117.7151123073
2022-04-21,0.6699958142803512,0.6797554378740777,0.07949933455358739,0.20551013929194228,0.0005735337658975094,-5.567607343996725,0.5301631730726366,127.29976190948386,193270.29098941444
2022-05-19,0.7282661480763161,0.6726374176429216,0.13313773937729953,0.2603998188395216,0.0004526344598404364,-6.194368057845111,0.5203786219638534,114.93466628795582,212929.85479729835
2022-06-16,0.699575024114403,0.6690268846227002,0.09566994454979165,0.2547338706520217,0.0015081347820635506,-6.034233670563933,0.49069863470977715,119.75340430641417,208232.99552900225
2022-07-14,0.6899180357251065,0.6734347354212696,0.08683656991730006,0.247503452445637,0.010162725716196124,-6.148458294141357,0.49569747122851254,120.73915540752667,213685.1255576874
2022-08-11,0.7066350284657484,0.6651190798083014,0.08286674274980069,0.2410950866512024,0.002462218252534788,-6.131466233956036,0.5345473796986533,125.74758132277418,202214.62074038674
2022-09-08,0.7048120673666195,0.679625707077051,0.08995366837028111,0.22675447814499675,0.0020060473365762278,-6.022519607180097,0.5315378250572113,126.21447808720069,195606.4246616626
2022-10-06,0.7000883969398966,0.6619183931718599,0.07535994224991238,0.2194379907216987,0.0037610264863291213,-6.14021378585513,0.5024794518212002,125.85027008955545,193558.47755936414
2022-11-03,0.6613087893619028,0.5668361900116663,0.07552412945911284,0.2830472236107495,0.012747699065609514,-7.558303952407416,0.3866605155897454,123.85716799073975,198304.7333107971
2022-12-01,0.6375124628702525,0.5973392420269058,0.0709466256714868,0.2835480646084534,0.004654212264691168,-7.001010760823568,0.4736195019025805,126.7904209557733,193100.51100175493
2022-12-29,0.5985734635423345,0.5694495110571584,0.06790251626631015,0.3799440303363306,0.024912407967255107,-8.179493646820138,0.5605374661320874,126.84119759052025,190164.32336711392
2023-01-26,0.6879037619340693,0.6468815158025001,0.08452565851480101,0.2051247862764675,0.0259554897400186,-5.937557574930111,0.49407201121060573,121.83081171602045,197705.15806987154
2023-02-23,0.6830354178596351,0.6587347110250161,0.08127470047816324,0.21003980758880433,0.02379897291535205,-6.017461324959928,0.5096591307830727,124.99161205274056,190809.4994644404
2023-03-23,0.6829493922553536,0.6501835649207766,0.09509444985665415,0.2666136835606973,0.019143829321605407,-6.059181958106494,0.5174092781896219,123.12960911967836,193366.87260913537
2023-04-20,0.679064628291727,0.6501729772700812,0.08483549236461206,0.27760346884908493,0.010931905450406284,-6.010305647405202,0.5504509353620282,124.7322508745876,195269.6789527005
2023-05-18,0.6696116821705576,0.6468536408194926,0.08667222428600115,0.3015407333744817,0.007044879356756259,-6.156497979617042,0.566139280666699,127.1480449596855,192809.90843284008
